date;id;block;order;cond;trial;gameid;leftright;oa1;oa2;oa3;oa4;pa1;pa2;pa3;pa4;ob1;ob2;ob3;ob4;pb1;pb2;pb3;pb4;choice;rt;paytrial;payout;alter;geschlecht;comment
2019_04_04 13:47;58;0;1;practice;1;46;0;79;57;98;81;0.67000000000000004;0.070000000000000007;0.20999999999999999;0.050000000000000003;1;76;0;0;0.56000000000000005;0.44;0.0;0.0;0;12.901902463086344;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;2;61;1;51;48;56;88;0.91000000000000003;0.02;0.01;0.059999999999999998;78;21;14;82;0.55000000000000004;0.29999999999999999;0.070000000000000007;0.080000000000000002;0;14.49942205764171;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;3;19;0;25;73;0;0;0.69999999999999996;0.29999999999999999;0.0;0.0;87;84;1;86;0.040000000000000001;0.59999999999999998;0.28000000000000003;0.080000000000000002;1;10.616236010876264;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;4;21;0;59;69;0;0;0.34000000000000002;0.66000000000000003;0.0;0.0;64;18;5;24;0.14999999999999999;0.040000000000000001;0.51000000000000001;0.29999999999999999;0;9.18307655202534;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;5;23;0;99;93;0;0;0.57999999999999996;0.41999999999999998;0.0;0.0;64;10;80;81;0.13;0.55000000000000004;0.02;0.29999999999999999;0;5.399917189391317;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;6;47;0;91;99;90;78;0.93000000000000005;0.040000000000000001;0.02;0.0099999999999999499;10;87;0;0;0.23000000000000001;0.77000000000000002;0.0;0.0;0;6.433231942187831;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;7;72;1;86;85;97;43;0.51000000000000001;0.14999999999999999;0.33000000000000002;0.0099999999999999499;72;29;10;90;0.01;0.11;0.65000000000000002;0.23000000000000001;0;10.866423152588823;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;8;42;1;23;45;91;22;0.72999999999999998;0.02;0.20000000000000001;0.050000000000000003;2;86;0;0;0.40999999999999998;0.58999999999999997;0.0;0.0;0;22.465952395766635;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;9;57;1;39;68;59;91;0.73999999999999999;0.040000000000000001;0.14999999999999999;0.070000000000000007;9;22;40;84;0.29999999999999999;0.32000000000000001;0.040000000000000001;0.34000000000000002;0;16.999540083606007;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;10;63;1;24;82;6;96;0.91000000000000003;0.070000000000000007;0.01;0.0099999999999999603;73;10;71;22;0.31;0.51000000000000001;0.050000000000000003;0.13;0;18.3661328985188;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;11;17;1;27;61;0;0;0.68999999999999995;0.31;0.0;0.0;3;91;69;43;0.29999999999999999;0.33000000000000002;0.27000000000000002;0.099999999999999895;1;23.849095144963485;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;12;22;0;84;87;0;0;0.17000000000000001;0.82999999999999996;0.0;0.0;3;24;41;83;0.68000000000000005;0.11;0.10000000000000001;0.11;0;4.916419015265774;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;13;27;0;68;43;98;36;0.54000000000000004;0.44;0.01;0.0099999999999999603;97;13;0;0;0.27000000000000002;0.72999999999999998;0.0;0.0;0;11.74953350878991;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;14;66;0;44;18;63;36;0.47999999999999998;0.10000000000000001;0.029999999999999999;0.39000000000000001;13;93;61;53;0.52000000000000002;0.45000000000000001;0.02;0.0099999999999999707;0;25.949009255416513;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;15;18;1;47;36;0;0;0.089999999999999997;0.91000000000000003;0.0;0.0;2;44;81;9;0.20000000000000001;0.25;0.51000000000000001;0.040000000000000001;1;20.58297321516193;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;16;58;1;44;50;85;42;0.38;0.57999999999999996;0.02;0.02;37;88;19;12;0.20000000000000001;0.29999999999999999;0.46000000000000002;0.040000000000000001;0;11.266237710706946;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;17;36;0;56;89;86;77;0.66000000000000003;0.080000000000000002;0.14999999999999999;0.11;29;91;0;0;0.40999999999999998;0.58999999999999997;0.0;0.0;0;9.333092363655851;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;18;67;0;74;31;10;77;0.11;0.070000000000000007;0.77000000000000002;0.050000000000000003;2;23;8;97;0.56999999999999995;0.01;0.059999999999999998;0.35999999999999999;1;32.16572416947247;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;19;64;0;44;60;96;45;0.53000000000000003;0.10000000000000001;0.029999999999999999;0.34000000000000002;88;20;43;31;0.47999999999999998;0.38;0.050000000000000003;0.089999999999999997;0;38.348711881301824;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;20;24;1;19;38;0;0;0.89000000000000001;0.11;0.0;0.0;45;76;95;57;0.29999999999999999;0.22;0.40000000000000002;0.080000000000000002;1;7.533016801380882;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;21;53;0;47;24;95;38;0.57999999999999996;0.28000000000000003;0.02;0.12;8;22;93;96;0.54000000000000004;0.34000000000000002;0.10000000000000001;0.0199999999999999;0;14.699537325390565;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;22;11;1;10;44;0;0;0.48999999999999999;0.51000000000000001;0.0;0.0;88;12;54;50;0.17000000000000001;0.75;0.02;0.059999999999999998;1;18.382804065994605;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;23;68;0;39;58;40;8;0.48999999999999999;0.44;0.02;0.050000000000000003;92;83;51;2;0.57999999999999996;0.13;0.02;0.27000000000000002;0;24.699083823451247;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;24;39;1;53;65;48;75;0.92000000000000004;0.029999999999999999;0.01;0.040000000000000001;16;83;0;0;0.31;0.68999999999999995;0.0;0.0;0;13.649449415290519;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;25;41;0;19;54;51;8;0.76000000000000001;0.070000000000000007;0.16;0.0099999999999999794;2;77;0;0;0.54000000000000004;0.46000000000000002;0.0;0.0;0;12.332991015273365;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;26;45;0;37;40;75;23;0.54000000000000004;0.38;0.059999999999999998;0.02;1;90;0;0;0.28000000000000003;0.71999999999999997;0.0;0.0;1;24.51571605518734;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;27;6;1;42;59;0;0;0.35999999999999999;0.64000000000000001;0.0;0.0;77;19;6;7;0.44;0.14999999999999999;0.17999999999999999;0.23000000000000001;0;8.649762761397142;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;28;35;1;84;95;4;35;0.89000000000000001;0.050000000000000003;0.01;0.050000000000000003;5;98;0;0;0.19;0.81000000000000005;0.0;0.0;0;7.966469721529165;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;29;59;1;13;27;48;51;0.56999999999999995;0.13;0.13;0.17000000000000001;8;37;97;1;0.65000000000000002;0.16;0.14999999999999999;0.040000000000000001;0;11.782852751704922;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;30;7;0;13;31;0;0;0.51000000000000001;0.48999999999999999;0.0;0.0;8;79;42;18;0.85999999999999999;0.089999999999999997;0.02;0.029999999999999999;0;14.23273661800431;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;31;13;0;15;25;0;0;0.29999999999999999;0.69999999999999996;0.0;0.0;3;43;35;73;0.44;0.40000000000000002;0.01;0.14999999999999999;1;12.132852976210643;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;32;30;1;54;78;85;25;0.20999999999999999;0.60999999999999999;0.089999999999999997;0.090000000000000094;87;20;0;0;0.58999999999999997;0.40999999999999998;0.0;0.0;0;9.183091946716559;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;33;56;0;47;52;64;10;0.77000000000000002;0.040000000000000001;0.11;0.080000000000000002;1;5;12;99;0.14000000000000001;0.28999999999999998;0.27000000000000002;0.29999999999999999;0;9.832934888795762;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;34;1;1;67;36;0;0;0.14999999999999999;0.84999999999999998;0.0;0.0;1;4;81;77;0.25;0.54000000000000004;0.14000000000000001;0.070000000000000007;0;6.916404582742871;13;96;22;2;
2019_04_04 13:47;58;0;1;practice;35;70;0;21;42;14;63;0.96999999999999997;0.01;0.01;0.01;70;2;6;76;0.23999999999999999;0.42999999999999999;0.01;0.32000000000000001;1;18.73264585347215;13;96;22;2;
