date;id;block;order;cond;trial;gameid;leftright;oa1;oa2;oa3;oa4;pa1;pa2;pa3;pa4;ob1;ob2;ob3;ob4;pb1;pb2;pb3;pb4;choice;rt;paytrial;payout;alter;geschlecht;comment
2019_03_04 10:34;20;0;1;practice;1;30;1;54;78;85;25;0.20999999999999999;0.60999999999999999;0.089999999999999997;0.090000000000000094;87;20;0;0;0.58999999999999997;0.40999999999999998;0.0;0.0;1;8.96365858680565;46;44;21;2; 
2019_03_04 10:34;20;0;1;practice;2;34;1;57;23;66;79;0.56000000000000005;0.23000000000000001;0.13;0.079999999999999905;85;9;0;0;0.56000000000000005;0.44;0.0;0.0;1;5.566549645633131;46;44;21;2; 
2019_03_04 10:34;20;0;1;practice;3;38;0;51;89;10;60;0.57999999999999996;0.029999999999999999;0.080000000000000002;0.31;8;84;0;0;0.33000000000000002;0.67000000000000004;0.0;0.0;1;4.116477515091901;46;44;21;2; 
2019_03_04 10:34;20;0;1;practice;4;61;1;51;48;56;88;0.91000000000000003;0.02;0.01;0.059999999999999998;78;21;14;82;0.55000000000000004;0.29999999999999999;0.070000000000000007;0.080000000000000002;0;9.149801889569972;46;44;21;2; 
2019_03_04 10:34;20;0;1;practice;5;44;0;69;48;22;63;0.39000000000000001;0.40999999999999998;0.19;0.01;1;94;0;0;0.22;0.78000000000000003;0.0;0.0;1;7.0831428774863525;46;44;21;2; 
2019_03_04 10:34;20;0;1;practice;6;11;1;10;44;0;0;0.48999999999999999;0.51000000000000001;0.0;0.0;88;12;54;50;0.17000000000000001;0.75;0.02;0.059999999999999998;1;11.349956285491317;46;44;21;2; 
2019_03_04 10:34;20;0;1;practice;7;59;0;13;27;48;51;0.56999999999999995;0.13;0.13;0.17000000000000001;8;37;97;1;0.65000000000000002;0.16;0.14999999999999999;0.040000000000000001;1;7.766638934841467;46;44;21;2; 
2019_03_04 10:34;20;0;1;practice;8;71;1;94;87;26;75;0.71999999999999997;0.23999999999999999;0.02;0.02;90;27;12;83;0.16;0.73999999999999999;0.02;0.080000000000000002;0;5.0833622518321135;46;44;21;2; 
2019_03_04 10:34;20;0;1;practice;9;25;0;7;18;0;0;0.20999999999999999;0.79000000000000004;0.0;0.0;92;45;33;13;0.41999999999999998;0.17999999999999999;0.22;0.17999999999999999;1;3.9832136930644992;46;44;21;2; 
2019_03_04 10:34;20;0;1;practice;10;22;1;84;87;0;0;0.17000000000000001;0.82999999999999996;0.0;0.0;3;24;41;83;0.68000000000000005;0.11;0.10000000000000001;0.11;0;4.850081046633022;46;44;21;2; 
2019_03_04 10:34;20;0;1;practice;11;67;0;74;31;10;77;0.11;0.070000000000000007;0.77000000000000002;0.050000000000000003;2;23;8;97;0.56999999999999995;0.01;0.059999999999999998;0.35999999999999999;0;8.583124917013265;46;44;21;2; 
