date;id;block;order;cond;trial;gameid;leftright;oa1;oa2;oa3;oa4;pa1;pa2;pa3;pa4;ob1;ob2;ob3;ob4;pb1;pb2;pb3;pb4;choice;rt;paytrial;payout;alter;geschlecht;comment
2019_02_22 11:21;11;0;0;practice;1;57;0;39;68;59;91;0.73999999999999999;0.040000000000000001;0.14999999999999999;0.070000000000000007;9;22;40;84;0.29999999999999999;0.32000000000000001;0.040000000000000001;0.34000000000000002;0;15.460945397771866;15;9;22;2;spannendes experiment
2019_02_22 11:21;11;0;0;practice;2;40;0;29;65;30;41;0.70999999999999996;0.01;0.14999999999999999;0.13;2;59;0;0;0.32000000000000001;0.68000000000000005;0.0;0.0;0;44.66594333232388;15;9;22;2;spannendes experiment
2019_02_22 11:21;11;0;0;practice;3;55;1;53;11;80;74;0.31;0.37;0.28000000000000003;0.039999999999999897;6;93;98;96;0.69999999999999996;0.22;0.050000000000000003;0.029999999999999999;1;8.333128819795093;15;9;22;2;spannendes experiment
2019_02_22 11:21;11;0;0;practice;4;32;0;21;86;16;78;0.45000000000000001;0.41999999999999998;0.050000000000000003;0.080000000000000099;95;9;0;0;0.42999999999999999;0.56999999999999995;0.0;0.0;1;9.149956959148767;15;9;22;2;spannendes experiment
2019_02_22 11:21;11;0;0;practice;5;43;1;11;17;21;44;0.16;0.46000000000000002;0.25;0.13;2;66;0;0;0.44;0.56000000000000005;0.0;0.0;1;10.133270129776065;15;9;22;2;spannendes experiment
2019_02_22 11:21;11;0;0;practice;6;69;0;38;74;27;73;0.22;0.19;0.45000000000000001;0.14000000000000001;1;97;79;84;0.28000000000000003;0.45000000000000001;0.17000000000000001;0.10000000000000001;1;11.366306838299352;15;9;22;2;spannendes experiment
2019_02_22 11:21;11;0;0;practice;7;16;0;50;42;0;0;0.32000000000000001;0.68000000000000005;0.0;0.0;97;2;56;31;0.35999999999999999;0.16;0.16;0.32000000000000001;0;8.833087446695572;15;9;22;2;spannendes experiment
2019_02_22 11:21;11;0;0;practice;8;45;0;37;40;75;23;0.54000000000000004;0.38;0.059999999999999998;0.02;1;90;0;0;0.28000000000000003;0.71999999999999997;0.0;0.0;1;7.916474447460132;15;9;22;2;spannendes experiment
2019_02_22 11:21;11;0;0;practice;9;3;1;20;70;0;0;0.13;0.87;0.0;0.0;95;19;80;73;0.31;0.57999999999999996;0.029999999999999999;0.080000000000000002;0;7.149956317703982;15;9;22;2;spannendes experiment
2019_02_22 11:21;11;0;0;practice;10;35;0;84;95;4;35;0.89000000000000001;0.050000000000000003;0.01;0.050000000000000003;5;98;0;0;0.19;0.81000000000000005;0.0;0.0;0;5.783052616317946;15;9;22;2;spannendes experiment
