date;id;block;order;cond;trial;gameid;leftright;oa1;oa2;oa3;oa4;pa1;pa2;pa3;pa4;ob1;ob2;ob3;ob4;pb1;pb2;pb3;pb4;choice;rt;paytrial;payout;alter;geschlecht;comment
2019_04_04 13:47;59;0;0;practice;1;75;1;21;86;27;62;0.88;0.040000000000000001;0.070000000000000007;0.0099999999999999794;13;3;49;87;0.28999999999999998;0.39000000000000001;0.070000000000000007;0.25;1;18.817922819999467;39;79;21;2; 
2019_04_04 13:47;59;0;0;practice;2;28;0;37;83;75;8;0.83999999999999997;0.070000000000000007;0.01;0.080000000000000002;94;2;0;0;0.19;0.81000000000000005;0.0;0.0;0;16.89970775744905;39;79;21;2; 
2019_04_04 13:47;59;0;0;practice;3;60;1;39;93;27;78;0.85999999999999999;0.02;0.11;0.01;22;5;62;95;0.059999999999999998;0.56999999999999995;0.14000000000000001;0.23000000000000001;0;20.482867633239493;39;79;21;2; 
2019_04_04 13:47;59;0;0;practice;4;33;1;54;82;55;71;0.56000000000000005;0.20999999999999999;0.02;0.20999999999999999;13;99;0;0;0.5;0.5;0.0;0.0;1;12.799904296337445;39;79;21;2; 
2019_04_04 13:47;59;0;0;practice;5;27;0;68;43;98;36;0.54000000000000004;0.44;0.01;0.0099999999999999603;97;13;0;0;0.27000000000000002;0.72999999999999998;0.0;0.0;0;18.34969553791302;39;79;21;2; 
2019_04_04 13:47;59;0;0;practice;6;49;0;14;31;42;22;0.77000000000000002;0.089999999999999997;0.02;0.12;87;28;0;0;0.68000000000000005;0.32000000000000001;0.0;0.0;1;13.183113755861996;39;79;21;2; 
2019_04_04 13:47;59;0;0;practice;7;44;0;69;48;22;63;0.39000000000000001;0.40999999999999998;0.19;0.01;1;94;0;0;0.22;0.78000000000000003;0.0;0.0;1;14.066548042019804;39;79;21;2; 
2019_04_04 13:47;59;0;0;practice;8;65;1;35;15;77;1;0.62;0.33000000000000002;0.029999999999999999;0.02;68;3;25;96;0.38;0.28000000000000003;0.28000000000000003;0.059999999999999901;1;32.0661557981216;39;79;21;2; 
2019_04_04 13:47;59;0;0;practice;9;36;1;56;89;86;77;0.66000000000000003;0.080000000000000002;0.14999999999999999;0.11;29;91;0;0;0.40999999999999998;0.58999999999999997;0.0;0.0;0;12.449743389744299;39;79;21;2; 
2019_04_04 13:47;59;0;0;practice;10;1;1;67;36;0;0;0.14999999999999999;0.84999999999999998;0.0;0.0;1;4;81;77;0.25;0.54000000000000004;0.14000000000000001;0.070000000000000007;0;7.083206701309109;39;79;21;2; 
