"subject","test_part","skew","P_A1","O_A1","P_A2","O_A2","P_B1","O_B1","P_B2","O_B2","eva","evb","evd","sda","sdb","sdd","risk_index","response","rt","cho"
"5kq4u8za","sc","control",36,113,64,77,56,94,44,129,89.96,109.4,-19.44,17.28,17.3735431,-0.093543104,1,"j",1668,-1
"5kq4u8za","sc","rl",83,22,17,49,91,29,9,8,26.59,27.11,-0.52,10.14208558,6.009816969,4.132268615,-1,"j",2575,1
"5kq4u8za","cs","lr",11,20,89,65,84,46,16,70,60.05,49.84,10.21,14.08003906,8.798545334,5.281493728,1,"j",2573,-1
"5kq4u8za","cs","rl",87,110,13,182,3,29,97,111,119.36,108.54,10.82,24.21384728,13.98815213,10.22569515,1,"f",2622,1
"5kq4u8za","sc","rl",14,151,86,74,90,80,10,25,84.78,74.5,10.28,26.71800142,16.5,10.21800142,1,"f",5163,1
"5kq4u8za","cs","lr",86,102,14,50,5,117,95,83,94.72,84.7,10.02,18.04332564,7.410128204,10.63319743,1,"j",2300,-1
"5kq4u8za","sc","control",47,22,53,90,41,78,59,9,58.04,37.29,20.75,33.93874482,33.93649805,0.002246769,-1,"j",4948,1
"5kq4u8za","sc","ns",69,157,31,22,68,94,32,194,115.15,126,-10.85,62.43658783,46.64761516,15.78897267,1,"j",4635,-1
"5kq4u8za","cs","rl",13,177,87,90,95,115,5,53,101.31,111.9,-10.59,29.25839879,13.51258672,15.74581207,1,"f",9339,1
"5kq4u8za","cs","lr",82,33,18,8,14,18,86,7,28.5,8.54,19.96,9.604686356,3.816857346,5.78782901,1,"f",15750,1
"5kq4u8za","cs","rl",15,127,85,36,16,9,84,70,49.65,60.24,-10.59,32.49349935,22.36296939,10.13052996,1,"f",3110,1
"5kq4u8za","cs","rl",85,84,15,131,98,111,2,95,91.05,110.68,-19.63,16.78235681,2.24,14.54235681,1,"j",5389,-1
"5kq4u8za","sc","rl",7,90,93,22,81,40,19,21,26.76,36.39,-9.63,17.34999712,7.453717193,9.896279925,-1,"j",3186,1
"5kq4u8za","cs","ns",70,37,30,131,57,53,43,129,65.2,85.68,-20.48,43.07621153,37.62575714,5.450454397,-1,"f",17179,-1
"5kq4u8za","cs","control",72,5,28,64,34,79,66,23,21.52,42.04,-20.52,26.4909343,26.52769119,-0.036756894,1,"j",2224,-1
"5kq4u8za","cs","rl",90,101,10,198,81,103,19,43,110.7,91.6,19.1,29.1,23.5380543,5.561945705,-1,"j",7782,1
"5kq4u8za","sc","ns",40,41,60,11,57,52,43,31,23,42.97,-19.97,14.69693846,10.39659079,4.300347669,1,"j",2567,-1
"5kq4u8za","sc","ns",35,66,65,11,65,12,35,36,30.25,20.4,9.85,26.23332804,11.44727042,14.78605762,1,"f",7550,1
"5kq4u8za","cs","control",56,5,44,192,53,196,47,10,87.28,108.58,-21.3,92.82435887,92.83244907,-0.008090196,1,"j",15662,-1
"5kq4u8za","sc","ns",64,151,36,48,42,68,58,148,113.92,114.4,-0.48,49.44,39.48468057,9.955319426,1,"f",4780,1
"5kq4u8za","sc","control",23,14,77,32,65,2,35,18,27.86,7.6,20.26,7.574985149,7.631513611,-0.056528463,-1,"j",3733,1
"5kq4u8za","cs","ns",43,147,57,41,68,136,32,45,86.58,106.88,-20.3,52.47802969,42.44932979,10.02869989,-1,"f",5164,-1
"5kq4u8za","cs","lr",18,14,82,67,91,63,9,117,57.46,67.86,-10.4,20.36193508,15.45381506,4.908120012,1,"j",3169,-1
"5kq4u8za","cs","control",47,116,53,90,75,130,25,100,102.22,122.5,-20.28,12.9765789,12.99038106,-0.013802155,1,"j",8942,-1
"5kq4u8za","sc","lr",14,60,86,115,7,123,93,106,107.3,107.19,0.11,19.08428673,4.33749928,14.74678745,-1,"f",5402,-1
"5kq4u8za","sc","rl",14,104,86,36,83,70,17,45,45.52,65.75,-20.23,23.59511814,9.390819985,14.20429815,1,"j",9827,-1
"5kq4u8za","cs","ns",51,101,49,22,44,75,56,16,62.29,41.96,20.33,39.49209921,29.2868298,10.20526941,1,"f",29768,1
"5kq4u8za","sc","ns",53,19,47,59,42,30,58,9,37.8,17.82,19.98,19.96396754,10.36472865,9.599238891,-1,"j",2297,1
"5kq4u8za","sc","lr",89,107,11,16,90,102,10,148,96.99,106.6,-9.61,28.47296788,13.8,14.67296788,-1,"f",3513,-1
"5kq4u8za","sc","ns",46,18,54,74,42,84,58,57,48.24,68.34,-20.1,27.91025618,13.32607969,14.58417649,1,"j",2868,-1
"5kq4u8za","sc","ns",52,109,48,45,62,116,38,70,78.28,98.52,-20.24,31.97438975,22.32777642,9.646613329,-1,"f",5213,-1
"5kq4u8za","sc","rl",12,134,88,43,9,12,91,80,53.92,73.88,-19.96,29.57149979,19.46035971,10.11114008,1,"f",10776,1
"5kq4u8za","sc","lr",81,104,19,44,7,107,93,70,92.6,72.59,20.01,23.5380543,9.440439608,14.09761469,-1,"f",18673,-1
"5kq4u8za","cs","control",74,62,26,30,48,48,52,20,53.68,33.44,20.24,14.03629581,13.98879552,0.047500291,-1,"j",11188,1
"5kq4u8za","cs","ns",58,8,42,53,66,2,34,16,26.9,6.76,20.14,22.21013282,6.631922798,15.57821002,1,"f",4430,1
"5kq4u8za","cs","lr",88,83,12,26,7,91,93,54,76.16,56.59,19.57,18.52280756,9.440439608,9.082367954,1,"j",3361,-1
"5kq4u8za","sc","lr",87,107,13,3,17,157,83,104,93.48,113.01,-19.53,34.97555718,19.90853837,15.06701881,-1,"f",2759,-1
"5kq4u8za","sc","rl",13,196,87,108,5,35,95,124,119.44,119.55,-0.11,29.59470223,19.3971003,10.19760193,1,"f",10282,1
"5kq4u8za","sc","ns",40,13,60,41,41,19,59,38,29.8,30.21,-0.41,13.71714256,9.344832797,4.372309763,-1,"f",3633,-1
"5kq4u8za","cs","rl",90,22,10,53,92,36,8,17,25.1,34.48,-9.38,9.3,5.154570787,4.145429213,1,"f",2843,1
"5kq4u8za","cs","rl",88,15,12,74,86,46,14,18,22.08,42.08,-20,19.17273063,9.715636881,9.457093754,-1,"j",2754,1
"5kq4u8za","cs","ns",48,17,52,70,36,69,64,46,44.56,54.28,-9.72,26.47879151,11.04,15.43879151,1,"j",3393,-1
"5kq4u8za","cs","ns",53,15,47,74,70,24,30,56,42.73,33.6,9.13,29.44685212,14.66424222,14.7826099,1,"j",2387,-1
"5kq4u8za","sc","lr",18,32,82,106,17,113,83,76,92.68,82.29,10.39,28.42987161,13.89841358,14.53145804,-1,"f",3891,-1
"5kq4u8za","cs","control",54,70,46,49,26,58,74,34,60.34,40.24,20.1,10.46634607,10.52722186,-0.060875788,1,"f",4149,1
"5kq4u8za","cs","rl",84,70,16,161,15,28,85,94,84.56,84.1,0.46,33.36115106,23.56671381,9.794437245,-1,"j",2376,1
"5kq4u8za","sc","rl",83,84,17,172,88,88,12,18,98.96,79.6,19.36,33.05568635,22.74730753,10.30837882,-1,"j",1517,1
"5kq4u8za","sc","rl",15,183,85,80,8,13,92,92,95.45,85.68,9.77,36.77835641,21.43216275,15.34619366,1,"f",5282,1
"5kq4u8za","sc","lr",8,12,92,70,7,83,93,64,65.36,65.33,0.03,15.73500556,4.847793312,10.88721225,-1,"f",2506,-1
"5kq4u8za","cs","rl",12,196,88,92,14,26,86,95,104.48,85.34,19.14,33.79599976,23.94210517,9.853894593,-1,"j",3717,1
"5kq4u8za","cs","lr",7,4,93,122,87,88,13,135,113.74,94.11,19.63,30.10734794,15.80626142,14.30108652,1,"j",1950,-1
"5kq4u8za","cs","rl",4,166,96,62,9,15,91,71,66.16,65.96,0.2,20.37975466,16.02617858,4.353576076,-1,"j",2488,1
"5kq4u8za","sc","control",46,39,54,18,23,27,77,2,27.66,7.75,19.91,10.46634607,10.52081271,-0.054466639,-1,"j",4431,1
"5kq4u8za","sc","rl",19,43,81,21,98,36,2,12,25.18,35.52,-10.34,8.630619908,3.36,5.270619908,-1,"j",1867,1
"5kq4u8za","sc","ns",63,83,37,7,32,82,68,12,54.88,34.4,20.48,36.69312742,32.65333061,4.039796811,1,"j",3087,-1
"5kq4u8za","cs","rl",7,176,93,78,91,81,9,14,84.86,74.97,9.89,25.00440761,19.17417795,5.830229663,1,"f",2971,1
"m73bj2hn","cc","lr",14,4,86,70,10,92,90,46,60.76,50.6,10.16,22.90114408,13.8,9.101144076,1,"f",36696,1
"m73bj2hn","cc","rl",89,21,11,71,13,12,87,28,26.5,25.92,0.58,15.64448785,5.380854951,10.2636329,1,"j",39012,-1
"m73bj2hn","ss","rl",84,55,16,85,12,51,88,72,59.8,69.48,-9.68,10.99818167,6.82419226,4.173989408,-1,"f",9215,-1
"m73bj2hn","ss","control",48,25,52,109,65,18,35,106,68.68,48.8,19.88,41.96638655,41.97332486,-0.006938313,-1,"j",6825,1
"m73bj2hn","cc","control",71,57,29,76,28,69,72,88,62.51,82.68,-20.17,8.621478991,8.530978842,0.09050015,-1,"f",10578,-1
"m73bj2hn","cc","ns",46,18,54,94,30,114,70,64,59.04,79,-19.96,37.87820481,22.91287847,14.96532634,1,"f",21554,1
"m73bj2hn","ss","rl",17,52,83,31,97,35,3,13,34.57,34.34,0.23,7.888288788,3.752918864,4.135369924,1,"f",4360,1
"m73bj2hn","ss","ns",55,75,45,17,31,11,69,52,48.9,39.29,9.61,28.85463568,18.96222297,9.892412705,1,"f",4381,1
"m73bj2hn","ss","rl",81,12,19,55,13,4,87,23,20.17,20.53,-0.36,16.86893891,6.389765254,10.47917366,-1,"f",8810,-1
"m73bj2hn","cc","rl",17,106,83,49,10,30,90,84,58.69,78.6,-19.91,21.41106957,16.2,5.211069567,-1,"f",27112,-1
"m73bj2hn","cc","ns",58,15,42,48,33,19,67,4,28.86,8.95,19.91,16.28743074,7.053190767,9.234239969,-1,"f",20560,-1
"m73bj2hn","ss","lr",19,10,81,91,90,70,10,126,75.61,75.6,0.01,31.7763733,16.8,14.9763733,1,"f",2556,1
"m73bj2hn","cc","control",64,78,36,148,78,66,22,147,103.2,83.82,19.38,33.6,33.55395059,0.046049413,-1,"j",2746,1
"m73bj2hn","cc","ns",42,2,58,51,54,53,46,26,30.42,40.58,-10.16,24.18436685,13.45673066,10.72763619,1,"j",2205,-1
"m73bj2hn","cc","lr",15,12,85,111,84,107,16,161,96.15,115.64,-19.49,35.35007072,19.796727,15.55334372,-1,"f",1878,-1
"m73bj2hn","cc","lr",83,57,17,7,85,37,15,50,48.5,38.95,9.55,18.78163997,4.641928479,14.13971149,-1,"j",2278,1
"m73bj2hn","cc","lr",84,114,16,53,95,110,5,186,104.24,113.8,-9.56,22.36296939,16.56381599,5.799153406,1,"f",1668,1
"m73bj2hn","cc","rl",15,89,85,41,18,12,82,44,48.2,38.24,9.96,17.13942823,12.29399854,4.845429693,1,"f",1525,1
"m73bj2hn","cc","lr",82,65,18,2,89,51,11,82,53.66,54.41,-0.75,24.20380962,9.699582465,14.50422715,1,"f",4509,1
"m73bj2hn","cc","ns",52,98,48,130,47,107,53,120,113.36,113.89,-0.53,15.98719488,6.488289451,9.498905425,1,"j",4876,-1
"m73bj2hn","ss","rl",95,31,5,114,5,14,95,47,35.15,45.35,-10.2,18.08943062,7.192183257,10.89724736,-1,"f",4874,-1
"m73bj2hn","ss","lr",16,26,84,120,19,175,81,113,104.96,124.78,-19.82,34.46096923,24.3226561,10.13831312,-1,"j",4961,1
"m73bj2hn","cc","ns",36,26,64,57,47,45,53,66,45.84,56.13,-10.29,14.88,10.48108296,4.398917041,-1,"j",1969,1
"m73bj2hn","cc","lr",86,95,14,9,16,159,84,92,82.96,102.72,-19.76,29.84088471,24.56260572,5.27827898,-1,"j",1567,1
"m73bj2hn","ss","rl",19,179,81,96,6,5,94,98,111.77,92.42,19.35,32.56097511,22.08627628,10.47469883,-1,"j",10134,1
"m73bj2hn","cc","ns",68,22,32,116,67,21,33,83,52.08,41.46,10.62,43.84875825,29.1531885,14.69556974,-1,"j",19502,1
"m73bj2hn","ss","lr",86,79,14,27,89,69,11,96,71.72,71.97,-0.25,18.04332564,8.448023437,9.595302198,1,"f",8498,1
"m73bj2hn","cc","control",67,60,33,90,74,41,26,73,69.9,49.32,20.58,14.10638153,14.03629581,0.070085727,-1,"j",13233,1
"m73bj2hn","ss","lr",83,72,17,7,93,48,7,84,60.95,50.52,10.43,24.41613196,9.185292592,15.23083937,-1,"j",6295,1
"m73bj2hn","ss","rl",13,79,87,25,97,33,3,17,32.02,32.52,-0.5,18.16038546,2.729395537,15.43098992,1,"f",11950,1
"m73bj2hn","ss","ns",53,6,47,52,67,32,33,17,27.62,27.05,0.57,22.95856267,7.053190767,15.90537191,1,"j",19316,-1
"m73bj2hn","cc","lr",82,117,18,65,81,103,19,127,107.64,107.56,0.08,19.97774762,9.415221718,10.5625259,-1,"j",6456,1
"m73bj2hn","cc","rl",92,19,8,77,94,36,6,9,23.64,34.38,-10.74,15.73500556,6.412144727,9.322860834,-1,"f",13033,-1
"m73bj2hn","ss","ns",48,35,52,194,40,59,60,189,117.68,137,-19.32,79.43637454,63.68673331,15.74964123,1,"j",6552,-1
"m73bj2hn","ss","rl",12,169,88,71,13,15,87,81,82.76,72.42,10.34,31.84623055,22.19602667,9.650203875,1,"j",4312,-1
"m73bj2hn","ss","control",41,17,59,138,61,156,39,34,88.39,108.42,-20.03,59.51182992,59.50549218,0.006337733,-1,"f",6584,-1
"m73bj2hn","cc","lr",85,86,15,12,86,80,14,115,74.9,84.9,-10,26.42328519,12.1445461,14.27873908,1,"j",21984,-1
"m73bj2hn","cc","lr",92,48,8,11,16,36,84,23,45.04,25.08,19.96,10.03784838,4.765878723,5.271969652,-1,"j",880,1
"m73bj2hn","ss","ns",59,17,41,63,56,27,44,2,35.86,16,19.86,22.62433203,12.40967365,10.21465839,-1,"f",373,-1
"m73bj2hn","cc","ns",69,135,31,69,39,166,61,115,114.54,134.89,-20.35,30.52455405,24.87524673,5.649307318,-1,"f",635,-1
"m73bj2hn","ss","ns",53,73,47,22,62,71,38,39,49.03,58.84,-9.81,25.45405862,15.53236621,9.921692408,1,"j",786,-1
"m73bj2hn","ss","ns",39,133,61,6,47,20,53,125,55.53,75.65,-20.12,61.94424186,52.4054148,9.538827067,1,"j",6937,-1
"m73bj2hn","cc","rl",87,75,13,186,14,7,86,103,89.43,89.56,-0.13,37.32968122,33.31075502,4.0189262,-1,"j",4075,1
"m73bj2hn","ss","rl",82,74,18,172,9,24,91,120,91.64,111.36,-19.72,37.65037052,27.473449,10.17692152,1,"j",3705,-1
"m73bj2hn","cc","ns",53,93,47,135,70,124,30,87,112.74,112.9,-0.16,20.96216592,16.95553007,4.006635847,-1,"j",2544,1
"m73bj2hn","ss","lr",19,25,81,92,19,114,81,84,79.27,89.7,-10.43,26.28416063,11.76902715,14.51513348,1,"f",5035,1
"m73bj2hn","cc","ns",31,17,69,54,70,31,30,5,42.53,23.2,19.33,17.11225,11.91469681,5.197553191,1,"j",3624,-1
"m73bj2hn","cc","control",60,53,40,18,76,9,24,49,39,18.6,20.4,17.1464282,17.0833252,0.063102996,1,"f",14286,1
"m73bj2hn","cc","rl",86,80,14,200,19,23,81,90,96.8,77.27,19.53,41.63844377,26.28416063,15.35428315,-1,"j",6698,1
"m73bj2hn","cc","lr",17,68,83,130,8,124,92,97,119.46,99.16,20.3,23.28923356,7.324916382,15.96431718,1,"f",14873,1
"m73bj2hn","ss","ns",44,85,56,55,43,37,57,57,68.2,48.4,19.8,14.89160838,9.901515036,4.99009334,1,"j",4131,-1
"m73bj2hn","ss","lr",19,39,81,88,4,136,96,87,78.69,88.96,-10.27,19.22274434,9.601999792,9.620744549,-1,"j",9565,1
"m73bj2hn","ss","ns",43,99,57,10,57,83,43,3,48.27,48.6,-0.33,44.06174191,39.60606014,4.455681766,1,"f",2119,1
"m73bj2hn","ss","control",43,49,57,68,21,62,79,85,59.83,80.17,-20.34,9.406439284,9.368089453,0.038349831,1,"j",3784,-1
"m73bj2hn","cc","rl",81,56,19,139,81,62,19,6,71.77,51.36,20.41,32.56097511,21.96885068,10.59212443,1,"j",4796,-1
"m73bj2hn","ss","rl",84,60,16,167,92,95,8,6,77.12,87.88,-10.76,39.22684795,24.14509474,15.08175321,-1,"j",3647,1
"m73bj2hn","cc","lr",5,21,95,80,17,85,83,63,77.05,66.74,10.31,12.85875188,8.263921587,4.594830296,1,"j",1548,-1
"m73bj2hn","cc","rl",94,54,6,179,85,87,15,44,61.5,80.55,-19.05,29.68585522,15.35407112,14.3317841,-1,"f",574,-1
"m73bj2hn","cc","ns",43,6,57,137,68,125,32,18,80.67,90.76,-10.09,64.85492348,49.91294822,14.94197526,-1,"j",302,1
"m73bj2hn","cc","control",53,50,47,76,63,92,37,65,62.22,82.01,-19.79,12.9765789,13.03571632,-0.059137419,-1,"j",32358,1
"m73bj2hn","ss","rl",15,133,85,43,85,54,15,5,56.5,46.65,9.85,32.13642793,17.49649965,14.63992828,1,"f",845,1
"m73bj2hn","ss","control",53,61,47,25,79,15,21,59,44.08,24.24,19.84,17.96757079,17.92156243,0.046008356,1,"j",415,-1
"m73bj2hn","cc","ns",56,163,44,33,59,44,41,144,105.8,85,20.8,64.53030296,49.18333051,15.34697245,-1,"j",311,1
"m73bj2hn","cc","rl",9,106,91,51,85,79,15,61,55.95,76.3,-20.35,15.73999682,6.427285586,9.312711238,1,"f",462,1
"m73bj2hn","cc","ns",55,41,45,170,31,26,69,132,99.05,99.14,-0.09,64.17668969,49.02428378,15.15240591,-1,"j",319,1
"m73bj2hn","ss","ns",51,131,49,74,43,141,57,92,103.07,113.07,-10,28.49429943,24.25871184,4.235587593,1,"f",377,1
"m73bj2hn","ss","ns",52,52,48,7,44,18,56,4,30.4,10.16,20.24,22.48199279,6.949417242,15.53257555,1,"f",257,1
"m73bj2hn","ss","lr",17,14,83,73,81,44,19,89,62.97,52.55,10.42,22.16233517,17.65354072,4.508794444,-1,"j",256,1
"m73bj2hn","ss","control",48,82,52,153,72,161,28,82,118.92,138.88,-19.96,35.47158863,35.47091203,0.000676604,-1,"f",521,-1
"m73bj2hn","cc","rl",90,48,10,131,97,68,3,5,56.3,66.11,-9.81,24.9,10.74699493,14.15300507,-1,"j",46,1
"m73bj2hn","ss","lr",84,61,16,5,82,45,18,84,52.04,52.02,0.02,20.52993911,14.98331072,5.546628398,1,"j",282,-1
"m73bj2hn","ss","lr",17,18,83,100,84,95,16,165,86.06,106.2,-20.14,30.80188955,25.66242389,5.139465661,-1,"j",397,1
"m73bj2hn","cc","rl",91,55,9,136,18,35,82,56,62.29,52.22,10.07,23.18072259,8.067936539,15.11278606,-1,"f",323,-1
"m73bj2hn","cc","lr",84,88,16,25,95,85,5,141,77.92,87.8,-9.88,23.0961815,12.20491704,10.89126446,-1,"f",755,-1
"m73bj2hn","ss","lr",86,57,14,7,15,89,85,54,50,59.25,-9.25,17.34935157,12.49749975,4.851851823,-1,"j",263,1
"m73bj2hn","cc","control",33,76,67,30,64,49,36,94,45.18,65.2,-20.02,21.62978502,21.6,0.02978502,-1,"f",151,-1
"m73bj2hn","ss","rl",83,40,17,133,7,6,93,81,55.81,75.75,-19.94,34.93385035,19.13602623,15.79782411,-1,"j",320,1
"m73bj2hn","ss","ns",69,118,31,36,58,115,42,60,92.58,91.9,0.68,37.92444594,27.14571789,10.77872805,1,"j",263,-1
"m73bj2hn","cc","rl",85,39,15,62,4,41,96,53,42.45,52.52,-10.07,8.212642693,2.351510153,5.86113254,1,"j",370,-1
"m73bj2hn","ss","control",47,32,53,56,49,13,51,37,44.72,25.24,19.48,11.97838052,11.99759976,-0.019219235,-1,"f",322,-1
"m73bj2hn","ss","ns",45,16,55,65,34,19,66,40,42.95,32.86,10.09,24.37719221,9.947884197,14.42930801,1,"j",147,-1
"m73bj2hn","ss","ns",35,4,65,110,30,133,70,33,72.9,63,9.9,50.55877768,45.82575695,4.733020726,-1,"j",275,1
"m73bj2hn","ss","rl",15,176,85,78,9,10,91,79,92.7,72.79,19.91,34.9929993,19.74654147,15.24645783,-1,"f",208,-1
"m73bj2hn","cc","lr",8,3,92,42,81,36,19,51,38.88,38.85,0.03,10.58043477,5.884513574,4.6959212,1,"j",371,-1
"m73bj2hn","ss","ns",45,45,55,142,33,157,67,85,98.35,108.76,-10.41,48.2568907,33.85531568,14.40157502,-1,"j",371,1
"m73bj2hn","cc","rl",81,68,19,128,90,82,10,56,79.4,79.4,0,23.5380543,7.8,15.7380543,-1,"f",266,-1
"m73bj2hn","ss","rl",5,66,95,32,97,54,3,43,33.7,53.67,-19.97,7.410128204,1.876459432,5.533668772,1,"f",386,1
"m73bj2hn","cc","rl",14,170,86,79,13,5,87,82,91.74,71.99,19.75,31.57581986,25.89536445,5.680455413,1,"j",80,-1
"m73bj2hn","cc","ns",61,36,39,123,54,96,46,19,69.93,60.58,9.35,42.43424443,38.37660225,4.057642179,1,"j",257,-1
"m73bj2hn","ss","ns",64,20,36,116,44,27,56,111,54.56,74.04,-19.48,46.08,41.69650345,4.383496549,-1,"j",215,1
"m73bj2hn","ss","control",39,74,61,40,72,84,28,47,53.26,73.64,-20.38,16.58349782,16.6129588,-0.029460976,1,"f",269,1
"m73bj2hn","ss","rl",17,113,83,51,16,11,84,59,61.54,51.32,10.22,23.28923356,17.59709067,5.692142895,-1,"j",838,1
"m73bj2hn","ss","lr",15,8,85,126,16,163,84,74,108.3,88.24,20.06,42.13442773,32.62793895,9.50648878,-1,"f",605,-1
"m73bj2hn","ss","lr",9,9,91,82,95,51,5,123,75.43,54.6,20.83,20.89126851,15.6920362,5.199232314,1,"f",407,1
"m73bj2hn","ss","lr",8,12,92,58,11,54,89,43,54.32,44.21,10.11,12.47948717,3.441787326,9.037699843,-1,"j",12,1
"m73bj2hn","cc","ns",52,85,48,6,55,64,45,3,47.08,36.55,10.53,39.46838735,30.34711683,9.121270518,1,"j",344,-1
"m73bj2hn","cc","control",38,67,62,113,22,73,78,127,95.52,115.12,-19.6,22.32777642,22.36930039,-0.041523968,1,"j",271,-1
"m73bj2hn","cc","lr",14,12,86,108,17,167,83,104,94.56,114.71,-20.15,33.31075502,23.66486636,9.645888657,1,"f",673,1
"m73bj2hn","cc","control",66,74,34,36,62,55,38,18,61.08,40.94,20.14,18.00093331,17.95929843,0.041634882,1,"j",5046,-1
"m73bj2hn","cc","rl",81,110,19,158,12,86,88,112,119.12,108.88,10.24,18.83044344,8.448999941,10.3814435,-1,"f",731,-1
"m73bj2hn","ss","lr",12,2,88,77,17,69,83,43,68,47.42,20.58,24.37211521,9.766452785,14.60566243,-1,"j",1281,1
"m73bj2hn","ss","lr",14,7,86,114,83,108,17,168,99.02,118.2,-19.18,37.12761237,22.53796797,14.5896444,1,"j",2575,-1
"m73bj2hn","cc","ns",48,51,52,165,33,64,67,162,110.28,129.66,-19.38,56.95438175,46.08084635,10.8735354,1,"f",1600,1
"m73bj2hn","ss","control",59,129,41,60,41,40,59,109,100.71,80.71,20,33.93649805,33.93649805,0,-1,"f",3584,-1
"m73bj2hn","cc","lr",87,60,13,14,96,33,4,66,54.02,34.32,19.7,15.46995798,6.466652921,9.003305062,-1,"j",1691,1
"m73bj2hn","ss","rl",88,89,12,186,82,92,18,24,100.64,79.76,20.88,31.52126901,26.12474689,5.396522121,-1,"f",550,-1
"m73bj2hn","cs","lr",11,20,89,65,84,46,16,70,60.05,49.84,10.21,14.08003906,8.798545334,5.281493728,1,"f",8483,1
"m73bj2hn","cs","lr",19,25,81,110,12,166,88,96,93.85,104.4,-10.55,33.34557692,22.74730753,10.59826939,-1,"f",3971,-1
"m73bj2hn","sc","rl",15,183,85,80,8,13,92,92,95.45,85.68,9.77,36.77835641,21.43216275,15.34619366,-1,"j",699,1
"m73bj2hn","cs","lr",91,47,9,15,85,42,15,56,44.12,44.1,0.02,9.157816334,4.9989999,4.158816434,1,"j",1225,-1
"m73bj2hn","cs","ns",67,51,33,122,46,44,54,101,74.43,74.78,-0.35,33.38510297,28.40865361,4.976449354,-1,"j",43556,1
"m73bj2hn","cs","control",61,71,39,19,71,14,29,70,50.72,30.24,20.48,25.36299667,25.41067492,-0.047678254,1,"f",555,1
"m73bj2hn","cs","rl",15,127,85,36,16,9,84,70,49.65,60.24,-10.59,32.49349935,22.36296939,10.13052996,-1,"j",282,1
"m73bj2hn","cs","ns",56,51,44,144,51,123,49,39,91.92,81.84,10.08,46.16398596,41.99159916,4.172386803,-1,"j",437,1
"m73bj2hn","sc","lr",7,17,93,107,15,144,85,106,100.7,111.7,-11,22.96323148,13.56871401,9.394517466,1,"f",274,1
"m73bj2hn","sc","lr",86,106,14,7,82,100,18,164,92.14,111.52,-19.38,34.35171611,24.58799707,9.763719043,1,"j",270,-1
"m73bj2hn","sc","rl",13,196,87,108,5,35,95,124,119.44,119.55,-0.11,29.59470223,19.3971003,10.19760193,-1,"f",267,-1
"m73bj2hn","sc","rl",14,104,86,36,83,70,17,45,45.52,65.75,-20.23,23.59511814,9.390819985,14.20429815,-1,"j",297,1
"m73bj2hn","cs","lr",81,60,19,4,86,56,14,78,49.36,59.08,-9.72,21.96885068,7.633714692,14.33513598,-1,"f",320,-1
"m73bj2hn","sc","rl",7,90,93,22,81,40,19,21,26.76,36.39,-9.63,17.34999712,7.453717193,9.896279925,-1,"j",305,1
"m73bj2hn","cs","ns",70,37,30,131,57,53,43,129,65.2,85.68,-20.48,43.07621153,37.62575714,5.450454397,1,"f",317,1
"m73bj2hn","sc","rl",19,159,81,78,81,86,19,17,93.39,72.89,20.5,31.7763733,27.06876244,4.707610859,-1,"j",13,1
"m73bj2hn","sc","ns",64,151,36,48,42,68,58,148,113.92,114.4,-0.48,49.44,39.48468057,9.955319426,-1,"f",342,-1
"m73bj2hn","sc","rl",19,43,81,21,98,36,2,12,25.18,35.52,-10.34,8.630619908,3.36,5.270619908,-1,"j",276,1
"m73bj2hn","sc","ns",35,66,65,11,65,12,35,36,30.25,20.4,9.85,26.23332804,11.44727042,14.78605762,1,"f",236,1
"m73bj2hn","cs","ns",43,147,57,41,68,136,32,45,86.58,106.88,-20.3,52.47802969,42.44932979,10.02869989,-1,"j",523,1
"m73bj2hn","sc","control",47,22,53,90,41,78,59,9,58.04,37.29,20.75,33.93874482,33.93649805,0.002246769,1,"f",458,1
"m73bj2hn","sc","lr",87,107,13,3,17,157,83,104,93.48,113.01,-19.53,34.97555718,19.90853837,15.06701881,-1,"j",312,1
"m73bj2hn","cs","control",54,70,46,49,26,58,74,34,60.34,40.24,20.1,10.46634607,10.52722186,-0.060875788,-1,"f",224,-1
"m73bj2hn","cs","rl",90,22,10,53,92,36,8,17,25.1,34.48,-9.38,9.3,5.154570787,4.145429213,-1,"j",597,1
"m73bj2hn","cs","rl",13,166,87,86,11,60,89,101,96.4,96.49,-0.09,26.90427475,12.82848003,14.07579472,-1,"j",1040,1
"m73bj2hn","sc","ns",40,41,60,11,57,52,43,31,23,42.97,-19.97,14.69693846,10.39659079,4.300347669,-1,"f",5267,-1
"m73bj2hn","cs","lr",17,17,83,111,81,100,19,179,95.02,115.01,-19.99,35.30948315,30.99177149,4.317711657,-1,"f",2173,-1
"m73bj2hn","cs","ns",53,15,47,74,70,24,30,56,42.73,33.6,9.13,29.44685212,14.66424222,14.7826099,1,"j",1652,-1
"m73bj2hn","sc","control",36,113,64,77,56,94,44,129,89.96,109.4,-19.44,17.28,17.3735431,-0.093543104,1,"j",1962,-1
"m73bj2hn","cs","rl",85,84,15,131,98,111,2,95,91.05,110.68,-19.63,16.78235681,2.24,14.54235681,-1,"f",1346,-1
"m73bj2hn","sc","lr",81,40,19,12,11,54,89,33,34.68,35.31,-0.63,10.98442534,6.570684896,4.413740442,1,"f",1422,1
"m73bj2hn","cs","control",72,5,28,64,34,79,66,23,21.52,42.04,-20.52,26.4909343,26.52769119,-0.036756894,-1,"f",12487,-1
